    1        3.8740      -6.8348      -1.4946
    2        3.8465      -6.8258      -0.0474
    3        3.7861      -6.8246       1.2497
    4        3.8309      -6.8346      -0.5715
    5        6.0969      -6.3500       1.0239
    6        6.1371      -6.3507       0.2176
    7        7.9425      -4.4663      -1.4077
    8        7.9131      -4.4594      -0.0730
    9        7.9044      -4.4565       1.1814
   10        7.8892      -4.4433       1.8440
   11        7.1871      -0.7968      -0.9957
   12        7.1824      -0.9383       0.3842
   13        7.1769      -0.9838       1.7069
   14        6.4761       2.6840      -0.9678
   15        6.4551       2.5943       0.4161
   16        6.4546       2.5027       1.7314
   17        6.0070       4.9334      -0.8671
   18        5.9875       4.8836       0.5178
   19        5.9584       4.9467       1.7489
   20        5.3687       8.0201      -0.9182
   21        5.3595       7.9448       0.5947
   22        5.3430       7.9251       1.8288
   23        4.4300      12.5922      -0.3784
   24        4.4263      12.5213       1.1001
   25        4.3996      12.5328       1.9295
   26        2.7098      17.8661      -0.6171
   27        2.7001      17.8556       0.7103
   28        2.6862      17.8385       1.9394
   29       -0.2604      17.2495      -0.4168
   30       -0.2443      17.2428       0.9708
   31       -0.2409      17.2361       1.8132
   32       -3.1549      16.6524      -1.4355
   33       -3.1105      16.6545      -0.0071
   34       -3.0602      16.6533       1.0875
   35       -3.0373      16.6390       1.9717
   36       -5.4241      16.1814      -1.1652
   37       -5.5433      16.1447       0.0464
   38       -5.5160      16.1449       1.3252
   39       -5.5207      16.1379       2.0056
   40       -8.3027      15.5601       2.0462
   41       -7.0208      10.6916       0.9347
   42       -9.2506      10.2670       1.6329
   43       -4.8552       9.2566      -0.5692
   44       -6.5202       4.6665      -0.0122
   45       -6.0320       2.3190      -0.0636
   46       -6.0417       2.3129      -0.7685
   47       -8.5651       4.4025       1.7095
   48       -8.1288       2.2870       1.7287
   49       -7.2040      -2.2476       0.5556
   52       -7.1791      -2.3163       1.7424
   53       -6.5349      -5.4706       1.5212
   54       -4.7383      -8.5515       1.6407
   55       -1.6236      -7.9522      -1.2812
   56       -1.6466      -7.9448      -0.2133
   57       -1.6493      -7.9348       0.9783
   58       -1.6306      -7.9135       1.8743
   59        1.2526      -7.3382       1.8357
  103        4.8754       0.3405       2.6341
  104        4.5662       1.8639       2.6266
  105        4.2315       3.4725       2.6359
  106        3.9448       4.8532       2.6513
  107        3.6427       6.3486       2.6671
  108        3.1324       8.9094       2.6956
  109        2.8313      10.3804       2.7105
  114       -5.2490      -1.9075       2.6259
  115       -5.5536      -0.4017       2.6160
  116       -4.8230      -4.0004       2.6348
  117       -4.3547      -6.2787       2.6502
  118       -6.7845       5.5137       2.6740
  119       -7.3245       8.1585       2.7094
  120       -8.0691      11.7999       2.7578
