    1        2.6690       2.0332      -1.2677
    2        1.1031      -1.0970       0.7243
    3        4.9992      -0.5481      -0.9975
    4       -1.4686       0.8355       1.1252
    5       -1.4252       0.8978      -1.1986
    6       -1.0518       1.5508       1.1150
    7        2.7725       0.9971      -1.2664
    8       -1.5342       1.8635      -1.1926
    9        5.0024      -0.5288       0.1422
   10       -1.0358      -1.1023      -1.1823
   11        1.5736       2.6829       0.6787
   12        0.0911      -0.4689       1.0970
   13       -1.2212      -0.1823      -1.1935
   14       -1.9415       1.6419       0.2502
   15       -1.0497       2.2827      -0.9373
   16        0.3241      -0.8858      -1.2246
   17       -0.6425      -1.3619       0.7624
   18        1.4799       0.0398       1.0843
   19        1.0777      -1.1088       0.2666
   20        1.0653      -1.1327      -0.9922
   21        0.9400       0.4302      -1.2500
   22       -0.6728      -1.3794       0.0187
   23       -0.6764      -1.3972      -0.9196
   24       -1.5226      -1.0911       0.2606
   25        1.6773      -0.3319      -1.2475
   26       -1.7798       0.3271      -0.8302
   27       -1.7306       0.4149       0.7628
   28       -1.7564       0.4071       0.1261
   29       -0.2616       1.1042      -1.2321
   30       -0.3427       1.6573       1.0980
   31       -0.2459       1.9324      -1.2289
   32       -0.9958       2.2786       0.7277
   33       -1.0490       2.2769      -0.0077
   34        0.3933       2.5059      -0.8920
   35        1.5200       2.6817      -0.9033
   36        0.4723       2.5080       0.3580
   37        0.9389       2.5737       0.9370
   38        5.0131      -0.5190       0.8239
   39       -0.7555      -0.4639       1.1132
   40       -0.2866      -1.1396       0.7934
   41        0.5264       1.6705       0.7472
   42       -0.7803       1.4741      -1.1360
   43        0.9287       2.3386      -0.9299
   44        1.3354       0.3690       0.9987
   45       -1.3478       1.9654       0.7976
   46       -1.3989      -0.6565      -0.0169
