    1       -1.9726       0.2386      -1.1892
    2        1.0367      -1.6478       0.7305
    3        0.8326       2.3076      -0.9523
    4       -1.1448      -4.0293       1.1556
    5       -1.2437      -3.9393      -1.1562
    6       -1.8157      -3.5333       1.1631
    7       -0.9284       0.2344      -1.2186
    8       -2.2161      -3.9492      -1.1355
    9        0.8365       2.2919       0.1933
   10        0.7803      -3.7585      -1.1834
   11       -2.6773      -0.7971       0.7665
   12        0.3187      -2.5991       1.1221
   13       -0.1478      -3.8456      -1.1720
   14       -2.0108      -4.4004       0.2909
   15       -2.5762      -3.4299      -0.8678
   16        0.6987      -2.3937      -1.2083
   17        1.1286      -3.4166       0.7560
   18       -0.0477      -1.1599       1.1097
   19        1.0352      -1.6754       0.2726
   20        1.0272      -1.6863      -0.9868
   21       -0.5434      -1.6553      -1.2035
   22        1.1217      -3.4369       0.0106
   23        1.1152      -3.4335      -0.9268
   24        0.7597      -4.2587       0.2496
   25        0.2870      -0.9994      -1.2277
   26       -0.7057      -4.3540      -0.8073
   27       -0.7569      -4.3252       0.7809
   28       -0.7637      -4.3400       0.1458
   29       -1.3309      -2.7708      -1.1730
   30       -1.8457      -2.8135       1.1535
   31       -2.1547      -2.6687      -1.1574
   32       -2.5392      -3.3993       0.7900
   33       -2.5551      -3.4422       0.0565
   34       -2.6522      -1.9787      -0.8074
   35       -2.7170      -0.8391      -0.8103
   36       -2.6225      -1.9093       0.4376
   37       -2.6287      -1.4426       1.0183
   38        0.8405       2.2911       0.8764
   39        0.2313      -3.4441       1.1297
   40        0.9394      -3.0427       0.7940
   41       -1.7749      -1.9521       0.8099
   42       -1.7436      -3.2459      -1.0715
   43       -2.4333      -1.4689      -0.8456
   44       -0.3946      -1.2819       1.0335
   45       -2.2600      -3.7839       0.8487
   46        0.3306      -4.0864      -0.0135
