    1        1.6056      -0.0210      -1.2081
    2       -0.6222      -2.7326       0.7971
    3        3.3472      -3.0041      -0.8257
    4       -2.7644      -0.3036       1.0948
    5       -2.6467      -0.3024      -1.2191
    6       -2.2030       0.3013       1.0899
    7        1.4871      -1.0606      -1.1852
    8       -2.5599       0.6566      -1.2347
    9        3.3237      -2.9659       0.3134
   10       -2.6642      -2.3347      -1.1628
   11        0.6013       0.8694       0.6973
   12       -1.4964      -1.9053       1.1394
   13       -2.6625      -1.4035      -1.1905
   14       -3.0374       0.5516       0.1996
   15       -2.0078       0.9747      -0.9738
   16       -1.2990      -2.3981      -1.1678
   17       -2.3896      -2.6408       0.7910
   18       -0.0295      -1.6887       1.1431
   19       -0.6405      -2.7461       0.3389
   20       -0.6298      -2.7857      -0.9169
   21       -0.4346      -1.2481      -1.2015
   22       -2.4017      -2.6615       0.0468
   23       -2.3821      -2.6908      -0.8886
   24       -3.1833      -2.2061       0.2587
   25        0.1359      -2.1339      -1.1693
   26       -3.1170      -0.7806      -0.8544
   27       -3.0975      -0.6709       0.7318
   28       -3.1055      -0.6871       0.0965
   29       -1.4733      -0.3422      -1.2257
   30       -1.4845       0.2624       1.0876
   31       -1.2878       0.4650      -1.2430
   32       -1.9943       0.9930       0.6918
   33       -2.0301       0.9881      -0.0447
   34       -0.5556       0.9089      -0.9041
   35        0.5921       0.8572      -0.8885
   36       -0.5017       0.9142       0.3501
   37       -0.0467       0.8932       0.9392
   38        3.3179      -2.9468       0.9942
   39       -2.3267      -1.7313       1.1290
   40       -1.9971      -2.4931       0.8293
   41       -0.6314       0.0879       0.7543
   42       -1.9095       0.1166      -1.1504
   43       -0.0646       0.6371      -0.9315
   44       -0.1089      -1.3429       1.0485
   45       -2.4068       0.7565       0.7576
   46       -2.9631      -1.8105      -0.0181
