    1       -7.2877      -2.8569      -1.6318
    2       -5.4663      -7.2473       1.7057
    3       -1.7870      -6.9876      -1.1020
    4       -1.9019      -6.9908       0.2782
    5       -1.9234      -7.0062       1.6009
    6        1.7497      -6.7695      -1.0706
    7        1.7022      -6.7476       0.3081
    8        1.6473      -6.7486       1.6186
    9        4.0388      -6.6211      -0.9894
   10        4.0347      -6.5948       0.3902
   11        4.1407      -6.5759       1.6154
   12       -7.2888      -2.8649      -0.1840
   13        7.1787      -6.4229      -1.0835
   14        7.1542      -6.3899       0.4244
   15        7.1756      -6.3609       1.6530
   16       11.8483      -6.1246      -0.6296
   17       11.8265      -6.0865       0.8445
   18       11.8671      -6.0490       1.6680
   19       17.3001      -5.1608      -0.9769
   20       17.3276      -5.1234       0.3462
   21       17.3465      -5.0818       1.5688
   22       17.1057      -2.1349      -0.7767
   23       -7.2920      -2.8345       1.1132
   24       17.1308      -2.1128       0.6036
   25       17.1448      -2.0975       1.4415
   26       16.9521       0.8426      -1.1094
   27       16.9216       0.7738       0.3155
   28       16.8935       0.7036       1.4113
   29       16.8591       0.6695       2.2972
   30       16.7912       3.1563      -0.8506
   31       16.7531       3.2579       0.3604
   32       16.7307       3.1987       1.6386
   33       16.7141       3.1944       2.3189
   34       -7.2904      -2.8353      -0.7073
   35       16.5354       6.0242       2.3558
   36       11.5499       5.4575       1.1544
   37       11.4388       7.7057       1.8596
   38        9.8438       3.5425      -0.3856
   39        5.5193       5.8191       0.1121
   40        3.1230       5.6611       0.0329
   41        3.1106       5.6882      -0.6726
   42        5.5519       7.8405       1.8552
   43        3.4015       7.7030       1.8538
   44       -1.2450       7.4356       0.6723
   45       -7.1279      -5.1888       0.8811
   46        1.1566       7.5825       1.0861
   47        1.1195       7.5528       1.9093
   48       -1.2854       7.4061       1.8644
   49       -4.4942       7.2117       1.6670
   50       -7.7799       5.8667       1.8255
   51       -7.6924       2.6601      -1.1260
   52       -7.6529       2.7059      -0.0545
   53       -7.6085       2.7305       1.1421
   54       -7.5630       2.7257       2.0424
   55       -7.4738      -0.2580       1.6923
   56       -7.1331      -5.2076       0.0750
   57       -5.5210      -7.2168      -1.5468
   58       -5.4994      -7.2213      -0.2120
   59       -5.4864      -7.2441       1.0425
   60       -3.4584      -5.1404       2.5482
   61       11.5433      -4.0799       2.4843
   62       12.9300      -3.9938       2.4726
   63       14.2684      -3.9065       2.4540
   65       -1.1138       5.4285       2.7219
   66        0.4030       5.5115       2.7095
   67       -3.2310       5.3143       2.7481
   68       -5.5472       5.1817       2.7958
   69        6.3960       5.8958       2.8118
   71       -1.9544      -5.0421       2.5501
   72       12.7852       6.2932       3.0013
   73       -0.2682      -4.9206       2.5522
   74        1.2982      -4.8014       2.5411
   75        2.9443      -4.6666       2.5364
   76        4.3522      -4.5559       2.5332
   77        5.8725      -4.4494       2.5248
   78        8.4729      -4.2830       2.5050
   79        9.9712      -4.1867       2.4861
