    1      -13.4648      -3.5271      -1.5719
    2      -11.4895      -7.8839       1.7276
    3       -7.8247      -7.4724      -1.1011
    4       -7.9424      -7.5006       0.2791
    5       -7.9636      -7.5369       1.6029
    6       -4.3003      -7.1360      -1.0836
    7       -4.3494      -7.1482       0.2959
    8       -4.4024      -7.1810       1.6068
    9       -2.0210      -6.9150      -1.0084
   10       -2.0173      -6.9253       0.3717
   11       -1.9072      -6.9339       1.5971
   12      -13.4585      -3.5440      -0.1253
   13        1.1073      -6.6164      -1.1122
   14        1.0943      -6.6181       0.3964
   15        1.1326      -6.6175       1.6258
   16        5.7716      -6.1792      -0.6813
   17        5.7623      -6.1632       0.7922
   18        5.8109      -6.1348       1.6171
   19       11.1834      -5.0391      -1.0639
   20       11.2257      -5.0094       0.2577
   21       11.2591      -4.9772       1.4808
   22       10.8939      -2.0238      -0.8414
   23      -13.4545      -3.5220       1.1726
   24       10.9330      -2.0125       0.5403
   25       10.9567      -2.0002       1.3789
   26       10.6420       0.9671      -1.4135
   27       10.6279       0.8858       0.0165
   28       10.6118       0.8091       1.1110
   29       10.5881       0.7655       1.9952
   30       10.4033       3.2732      -1.1332
   31       10.3774       3.3607       0.0799
   32       10.3713       3.2953       1.3589
   33       10.3630       3.2801       2.0386
   34      -13.4634      -3.5125      -0.6491
   35       10.0951       6.1018       2.1073
   36        5.1205       5.3783       0.9613
   37        4.9505       7.6175       1.7044
   38        3.4443       3.4285      -0.5844
   39       -0.9422       5.5455       0.0761
   40       -3.3309       5.3045       0.0911
   41       -3.3738       5.3179      -0.6132
   42       -0.9167       7.5726       1.8472
   43       -3.0572       7.3741       1.9152
   44       -7.7346       6.9435       0.8848
   45      -13.2194      -5.8701       0.9265
   46       -5.3259       7.1757       1.2245
   47       -5.3397       7.1574       2.0495
   48       -7.7492       6.9334       2.0791
   49      -10.9623       6.6242       1.9571
   50      -14.2080       5.1685       2.1736
   51      -14.0410       1.9595      -0.7786
   52      -13.9952       2.0048       0.2929
   53      -13.9437       2.0314       1.4897
   54      -13.8931       2.0285       2.3898
   55      -13.7120      -0.9568       1.7688
   56      -13.2260      -5.8839       0.1192
   57      -11.5517      -7.8226      -1.5241
   58      -11.5301      -7.8411      -0.1897
   59      -11.5121      -7.8749       1.0657
   60       -9.5583      -5.7189       2.5661
   61        5.4439      -4.1836       2.4544
   62        6.8292      -4.0467       2.4333
   63        8.1414      -3.9141       2.4031
   65       -7.4983       4.9870       2.9446
   66       -5.9680       5.1246       2.8799
   67       -9.6275       4.7890       3.0247
   68      -11.9460       4.5669       3.1139
   69        0.0364       5.6546       2.7470
   71       -8.0702      -5.5822       2.5618
   72        6.3518       6.2405       2.8014
   73       -6.3936      -5.4209       2.5567
   74       -4.8324      -5.2708       2.5417
   75       -3.1802      -5.1005       2.5341
   76       -1.7610      -4.9510       2.5302
   77       -0.2255      -4.7902       2.5199
   78        2.3858      -4.5136       2.4903
   79        3.8782      -4.3506       2.4679
