    1       -4.5342      13.1948      -1.2752
    2       -8.5516      10.9454       2.0685
    3       -8.0513       7.2668      -0.8284
    4       -8.0081       7.4177       0.5600
    5       -7.9682       7.4668       1.8893
    6       -7.4665       3.7615      -0.8434
    7       -7.4077       3.8674       0.5418
    8       -7.3714       3.9693       1.8581
    9       -7.0777       1.4971      -0.7683
   10       -7.0236       1.5689       0.6162
   11       -6.9664       1.5264       1.8463
   12       -4.4727      13.1810       0.1767
   13       -6.5261      -1.5564      -1.1041
   14       -6.5339      -1.5146       0.4028
   15       -6.5355      -1.5286       1.6322
   16       -5.7804      -6.1785      -0.5830
   17       -5.7703      -6.1400       0.8899
   18       -5.7423      -6.1703       1.7155
   19       -4.2726     -11.5124      -0.8558
   20       -4.2449     -11.5269       0.4660
   21       -4.2145     -11.5340       1.6898
   22       -1.2794     -11.0169      -0.6322
   23       -4.3825      13.1713       1.4807
   24       -1.2707     -11.0289       0.7498
   25       -1.2589     -11.0350       1.5886
   26        1.6099     -10.5289      -1.6364
   27        1.5971     -10.5396      -0.2128
   28        1.5722     -10.5451       0.8767
   29        1.5698     -10.5386       1.7584
   30        3.8998     -10.1537      -1.3658
   31        4.0492     -10.1247      -0.1591
   32        4.0531     -10.1261       1.1150
   33        4.0749     -10.1212       1.7912
   34       -4.4692      13.1905      -0.3492
   35        6.8794      -9.6375       1.8226
   36        5.7573      -4.7233       0.7628
   37        8.0163      -4.3703       1.4356
   38        3.6138      -3.2221      -0.7063
   39        5.4718       1.3051       0.0704
   40        5.0738       3.6754       0.0385
   41        5.0868       3.7053      -0.6664
   42        7.4900       1.4447       1.8452
   43        7.1516       3.5714       1.8719
   44        6.4128       8.1959       0.7503
   45       -6.7152      12.7857       1.2552
   46        6.8054       5.8112       1.1371
   47        6.7832       5.8401       1.9612
   48        6.3977       8.2320       1.9437
   49        5.8719      11.4179       1.7582
   50        4.1943      14.5653       1.9067
   51        1.0091      14.1264      -1.0489
   52        1.0530      14.1045       0.0230
   53        1.0794      14.0784       1.2210
   54        1.0770      14.0449       2.1217
   55       -1.8217      13.5834       2.0729
   56       -6.7748      12.7880       0.4455
   57       -8.6844      10.9609      -1.1972
   58       -8.6236      10.9593       0.1428
   59       -8.5830      10.9583       1.4033
   60       -6.2129       9.1688       2.8373
   61       -3.8212      -5.6595       2.5490
   62       -3.5902      -7.0336       2.5555
   63       -3.3681      -8.3345       2.5521
   65        4.4666       7.8719       2.8093
   66        4.7077       6.3514       2.7747
   67        4.1249       9.9865       2.8468
   68        3.7442      12.2862       2.8892
   69        5.6351       0.3852       2.7591
   71       -5.9702       7.7019       2.8056
   72        6.8055      -5.8488       2.5586
   73       -5.6953       6.0601       2.7753
   74       -5.4382       4.5320       2.7392
   75       -5.1596       2.9252       2.7167
   76       -4.9267       1.5525       2.7089
   77       -4.8044      -0.0351       2.5030
   78       -4.3567      -2.6268       2.5250
   79       -4.0941      -4.1076       2.5316
